,master_recipe_id,id,name,edition_year,ingredient_id_0,recipe_ingredient_type_0,measurement_id_0,amount_0,ingredient_id_1,recipe_ingredient_type_1,measurement_id_1,amount_1,ingredient_id_2,recipe_ingredient_type_2,measurement_id_2,amount_2,ingredient_id_3,recipe_ingredient_type_3,measurement_id_3,amount_3,ingredient_id_4,recipe_ingredient_type_4,measurement_id_4,amount_4,ingredient_id_5,recipe_ingredient_type_5,measurement_id_5,amount_5,ingredient_id_6,recipe_ingredient_type_6,measurement_id_6,amount_6,ingredient_id_7,recipe_ingredient_type_7,measurement_id_7,amount_7,ingredient_id_8,recipe_ingredient_type_8,measurement_id_8,amount_8,ingredient_id_9,recipe_ingredient_type_9,measurement_id_9,amount_9,ingredient_id_10,recipe_ingredient_type_10,measurement_id_10,amount_10,ingredient_id_11,recipe_ingredient_type_11,measurement_id_11,amount_11,ingredient_id_12,recipe_ingredient_type_12,measurement_id_12,amount_12,ingredient_id_13,recipe_ingredient_type_13,measurement_id_13,amount_13,ingredient_replacement_suggestions,instructions,glass_id,notes,year_introduced
1236,1255.0,1255,Stiletto,2012,563.0,Main,4.0,1 1/2,22.0,Main,4.0,1,281.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into ice-filled old-fashioned glass and stir.,27,,1974
1237,1256.0,1256,Stone Fence,2012,6.0,Main,2.0,2,573.0,Main,4.0,2,154.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Pour Scotch and bitters into ice-filled highball glass. Fill with cider.
Stir.",21,,1960
1238,1257.0,1257,Straight Rye Witch,2012,570.0,Main,4.0,2,45.0,Main,4.0,1/4,762.0,Main,4.0,1/4,5.0,Main,4.0,1 1/4,17.0,Main,2.0,2,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add orange twist.,44,,2012
1239,1258.0,1258,Swiss Family Cocktail,2012,763.0,Main,4.0,1 1/2,19.0,Main,4.0,3/4,75.0,Main,10.0,1,6.0,Main,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir with ice and strain into chilled cocktail glass.,44,"*Bourbon, Blended, Rye or Canadian.",1957
1240,1259.0,1259,T-Bird,2012,604.0,Main,4.0,1 1/2,281.0,Main,4.0,3/4,118.0,Main,4.0,2,53.0,Main,4.0,1,54.0,Main,2.0,2,431.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into ice-filled highball glass. Garnish with
orange and cherry. Serve with straw.",21,,2000
1241,1260.0,1260,Thoroughbred Cooler,2012,563.0,Main,4.0,1,131.0,Main,4.0,1,22.0,Main,4.0,1/2,5.0,Main,4.0,1/2,384.0,Main,0.0,,54.0,Main,2.0,1,581.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour first four ingredients over ice in highball glass. Fill with
lemon-lime soda and stir. Add grenadine. Garnish with orange.",21,,2000
1242,1261.0,1261,Tipperary Cocktail,2012,567.0,Main,4.0,3/4,221.0,Main,4.0,3/4,9.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
1243,1262.0,1262,Tombstone,2012,570.0,Main,4.0,2,321.0,Main,4.0,1/2,6.0,Main,2.0,2,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Shake with ice and strain into chilled cocktail glass. Add lemon
twist.",44,,2012
1244,1263.0,1263,Trilby Cocktail,2012,563.0,Main,4.0,1 1/2,9.0,Main,4.0,3/4,17.0,Main,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,"Trilby was the heroine of a well-known novel and play of the early 20th
century. The villain of the piece, a very manipulative character, gave us
the term Svengali.",1935
1245,1264.0,1264,Twin Hills,2012,563.0,Main,2.0,1 1/2,66.0,Main,4.0,1/4,22.0,Main,4.0,1/2,24.0,Main,4.0,1/2,5.0,Main,4.0,3/4,764.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Garnish with
lemon and lime.",44,,1974
1246,1265.0,1265,Vagabond,2012,624.0,Main,4.0,1 1/2,121.0,Main,4.0,3/4,765.0,Main,4.0,3/4,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add orange twist.,44,,2012
1247,1266.0,1266,Verrazano,2012,194.0,Main,11.0,1,563.0,Main,4.0,2,9.0,Main,4.0,1,759.0,Main,4.0,1 1/2,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swirl Campari in chilled cocktail glass to coat inside; discard
excess Campari. Stir remaining ingredients with ice and strain into
glass. Add orange twist.",44,,2012
1248,1267.0,1267,Vieux Carre,2012,570.0,Main,4.0,3/4,52.0,Main,4.0,3/4,9.0,Main,4.0,3/4,66.0,Main,4.0,1/4,47.0,Main,2.0,1,6.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This New Orleans cocktail is fun, potent, and complex which makes Sazerac rye, with its romas of clove, vanilla, and anise, combined with its subtle notes of candies spices and citrus an excellent choice for the Vieux Carre.

Also consider Peychaud’s Bitters as a replacement for the Angostura bitters in this cocktail.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Pour into ice-filled old-fashioned glass and stir.,27,"The Vieux Carré is a slow-sipper. It's not a drink that you try to down in two minutes. No, this is a drink that needs to be relished, savored—a cocktail that almost slows down the passage of time. The name of this drink comes from a French nickname for the French Quarter in New Orleans meaning “old square”. It was invented at the city's famed Carousel Bar, and like the Big Easy itself, blends together diverse elements with strong characters to create something great. The use of Bénédictine and two different types of bitters lends this cocktail a multi-dimensional flavor that is fantastic in its complexity. If you're in New Orleans, be sure to stop by the birthplace of the Vieux Carré to enjoy one on the revolving Carousel Bar.",2012
1249,1268.0,1268,Walters,2012,573.0,Main,4.0,1 1/2,53.0,Main,4.0,1/2,22.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
1250,1269.0,1269,Ward Eight,2012,8.0,Main,4.0,2,22.0,Main,4.0,3/4,5.0,Main,4.0,1/2,54.0,Main,4.0,1/2,766.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sazerac Rye is the perfect choice for the Ward Eight. as it is full of body and spice to cut through the sweetness of the fruit juice, but also has a silky buttery quality that allows for a well interesting and balanced cocktail.","Shake with ice and strain into red-wine glass filled with ice. Garnish
with orange, lemon, and cherry. Serve with straws.",34,"The Ward Eight was invented in 1898 by bartender Tom Hussion at the Locke-Ober Café in Boston. Many of his customers were members of a political club called the Hendrick's Club, run by one Martin Lomasney. Lomasney ran for public office that year in Boston's Eighth Ward—now Roxbury and the South End—and one of the club members asked Hussion to create a drink to toast his victory. Hussion obliged and whipped up this little concoction for his patrons. The funny thing is that Lomasney was actually a staunch prohibitionist and would later close the bar that had invented this cocktail in celebration of his victory. ",1935
1251,1270.0,1270,Washington Apple,2012,604.0,Main,4.0,2,767.0,Main,4.0,2,259.0,Main,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into ice-filled highball glass and stir.,21,,2012
1252,1271.0,1271,Weeski,2012,567.0,Main,4.0,2,123.0,Main,4.0,1,21.0,Main,4.0,1/4,17.0,Main,2.0,2,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add orange twist.,44,,2012
1253,1272.0,1272,The Welshman,2012,768.0,Main,4.0,2,9.0,Main,4.0,3/4,6.0,Main,2.0,1,17.0,Main,2.0,1,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir with ice and strain into chilled cocktail glass. Add orange twist.,44,,2012
1254,1273.0,1273,The Whimsy,2012,769.0,For the Glass,0.0,,563.0,Main,4.0,2,22.0,Main,4.0,1,158.0,Main,4.0,1/2,263.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim a chilled cocktail glass with lemon and salt. Shake remaining
ingredients with ice and strain into glass.",44,,2012
1255,1274.0,1274,Whiskey Cobbler,2012,602.0,Main,4.0,2,5.0,Main,4.0,1/2,60.0,Main,0.0,2,84.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir whiskey and syrup in red-wine glass. Fill with shaved ice, top
with soda water, and stir. Garnish with fruit. Serve with straws.",34,"* Bourbon. Blended, Rye or Canadian.",1935
1256,1275.0,1275,Whiskey Collins,2012,602.0,Main,4.0,2,22.0,Main,4.0,1,5.0,Main,4.0,1/2,60.0,Main,0.0,,770.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake whiskey, lemon juice, and syrup with ice and strain into icefilled
Collins glass. Top with soda water and stir. Garnish with
lemon, orange, and cherry. Serve with straw.",13,"*Bourbon, Blended, Rye or Canadian.",1935
1257,1276.0,1276,Whiskey Daisy,2012,602.0,Main,4.0,2,22.0,Main,4.0,1,5.0,Main,4.0,1/2,54.0,Main,10.0,1,84.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled beer mug or metal cup. Add 1
ice cube. Garnish with fruit.",24,"*Bourbon, Blended, Rye or Canadian.",1935
1258,1277.0,1277,Whiskey Fix,2012,602.0,Main,4.0,2 1/2,22.0,Main,4.0,1,5.0,Main,4.0,1/2,88.0,Garnish,0.0,2 1/2,2162.0,Main,4.0,2 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake whiskey, juice, and syrup with ice. Strain into ice-filled
highball glass. Garnish with lemon. Serve with straws.",21,"*Bourbon, Blended, Rye or Canadian.",1935
1259,1278.0,1278,Whiskey Orange,2012,602.0,Main,4.0,1 1/2,53.0,Main,4.0,2,5.0,Main,4.0,1/2,75.0,Main,10.0,1/2,771.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into ice-filled highball glass. Garnish with
orange and lemon.",21,"*Bourbon, Blended, Rye or Canadian.",1957
1260,1279.0,1279,Whiskey Rickey,2012,686.0,Main,0.0,1,602.0,Main,4.0,1 1/2,60.0,Main,0.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Squeeze Â½ oz. lime juice from lime; reserve spent rinds. Pour
whiskey and lime juice into ice-filled highball glass. Fill with soda
water and stir. Drop lime rinds into glass.",21,"*Bourbon, Blended, Rye or Canadian.",1957
1261,1280.0,1280,Whiskey Sangaree,2012,602.0,Main,4.0,2,5.0,Main,4.0,1/2,772.0,Main,0.0,1,69.0,Main,4.0,1/2,81.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir whiskey, syrup and soda water in ice-filled old-fashioned glass.
Float port on top. Top with nutmeg.",27,"*Bourbon, Blended, Rye or Canadian.",1935
1262,1281.0,1281,Whiskey Sling,2012,602.0,Main,4.0,2,22.0,Main,4.0,1,5.0,Main,4.0,1/2,18.0,Garnish,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into ice-filled old-fashioned glass and stir. Add lemon twist.,27,"*Bourbon, Blended, Rye or Canadian.",1957
1263,1282.0,1282,Whiskey Smash,2012,92.0,Main,0.0,1,60.0,Main,4.0,1,274.0,Main,0.0,4,563.0,Main,4.0,2,773.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Because Buffalo Trace has large depth of flavor it is truly a go to whiskey for cocktails, but is excellent for a Whiskey Smash.  The citrus and honey qualities in Buffalo Trace, pair brilliantly with the freshly muddled mint, thus creating a superbly balanced cocktail.  ","Muddle sugar with soda water and mint in old-fashioned glass. Add
whiskey and then ice cubes. Stir. Garnish with orange and cherry,
and add lemon twist.",27,"Every Smash is a Julep, but not every Julep is a Smash—sort of like that rule about squares and rectangles that you learned in geometry class. We'll spare you all the historical details about what distinguishes the two though. Truth be told, in some cases it's a question of presentation. Smashes, like Sours or Daisies, can be made with any kind of base spirit, but whiskey is generally preferred. This minty cooler makes a great daytime beverage, and is simple enough to whip up even if you've already had a couple. Historically, Smashes included fruit, and many bars will muddle lemon into theirs. This adds a nice citrusy bite to the drink, but also brings it closer to a minty whiskey sour. However you prefer yours, the Whiskey Smash is the perfect libation summer afternoon.",1935
1264,1283.0,1283,Whiskey Sour,2012,602.0,Main,4.0,2,22.0,Main,4.0,3/4,5.0,Main,4.0,3/4,62.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EH Taylor rye whiskey is a great choice for a whiskey sour because the sharp spice, and bright acidity allows it to blend perfectly with the fruit juice while maintaining its identity. Because EH Taylor uses all rye and no corn in its mash blend, it has a unique dried fruit and pepper taste that brings depth to a simple classic.","Shake with ice and strain into chilled cocktail glass. Garnish with
lemon and cherry.",44,"The Sour, like the Gimlet, can be traced back to sailors who drank various spirits with citrus to prevent Scurvy. The practice was brought to land on both sides of the Atlantic, but on the American side, people often preferred native whiskeys to rum and other spirits. Jerry Thomas included a popular recipe in his 1862 book The Bartender's Guide and called it a Sour. Like Smashes and Flips, Sours can be made with any spirit, but whiskey is perhaps most common. Jerry Thomas's recipe did not include egg white, which is a common ingredient nowadays. The egg white was added later for froth and texture. Many recipes call for an optional egg white but don't require it. The truth is that egg doesn't really affect the taste of a drink, but rather the body. However you make it, the Whiskey Sour is a great afternoon or before-dinner drink.",1935
1265,1284.0,1284,Whiskey Squirt,2012,602.0,Main,4.0,1 1/2,5.0,Main,4.0,1/4,54.0,Main,4.0,1 1/2,245.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first three ingredients with ice and strain into chilled highball
glass. Add ice and fill with soda water. Garnish with pineapple and
strawberries.",21,"*Bourbon, Blended, Rye or Canadian.",1957
1266,1285.0,1285,Whiskey Swizzle,2012,602.0,Main,4.0,2,24.0,Main,4.0,1/2,5.0,Main,4.0,3/4,6.0,Main,2.0,2,60.0,Main,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Pour whiskey, lime juice, syrup, and bitters into Collins glass. Fill
glass with ice and stir. Add ice and fill with soda. With barspoon
between your palms, move hands back and forth and up and down to
quickly rotate and lift spoon, until glass is frosted.",13,"*Bourbon, Blended, Rye or Canadian.",1957
1267,1286.0,1286,Whispers-of-the-Frost Cocktail,2012,563.0,Main,4.0,3/4,170.0,Main,4.0,3/4,69.0,Main,4.0,3/4,5.0,Main,4.0,1/4,774.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir with ice and strain into chilled cocktail glass. Garnish with
orange and lemon.",44,"*Bourbon, Blended, Rye or Canadian.",1957
1268,1287.0,1287,"Whoa, Nellie!",2012,570.0,Main,4.0,1 1/2,146.0,Main,4.0,3/4,22.0,Main,4.0,1/2,204.0,Main,4.0,1/2,5.0,Main,4.0,1/2,193.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Add grapefruit
twist.",44,,2012
1269,1288.0,1288,Woodward Cocktail,2012,573.0,Main,4.0,1 1/2,19.0,Main,4.0,1/2,204.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
1270,1289.0,1289,Woolworth,2012,573.0,Main,4.0,2,775.0,Main,4.0,1,66.0,Main,4.0,1/2,17.0,Main,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,2012
1271,1290.0,1290,Frozen Strawberry Dacquiri,2012,2571.0,Main,0.0,4,23.0,Main,4.0,1 1/2,24.0,Main,4.0,1 1/2,777.0,Main,4.0,3,777.0,Main,4.0,3/4,778.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into white wine glass. Garnish with whole strawberry perched
on rim of glass.",37,,2012
1272,1291.0,1291,Banana Frozen Daiquiri,2012,23.0,Main,4.0,1 1/2,21.0,Main,4.0,1/2,24.0,Main,4.0,1 1/2,5.0,Main,4.0,1/2,727.0,Main,0.0,1,103.0,Garnish,0.0,1 medium sized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into champagne flute. Garnish with cherry.",3,,1972
1273,1292.0,1292,Mint Frozen Daiquiri,2012,23.0,Main,4.0,2,24.0,Main,4.0,3/4,89.0,Main,0.0,6,5.0,Main,4.0,3/4,2122.0,Main,40.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process all ingredients in blender with 1 cup crushed ice until
smooth. Pour into old-fashioned glass.",27,,1974
1274,1293.0,1293,Pineapple Frozen Daiquiri,2012,23.0,Main,4.0,2,251.0,Main,29.0,4,24.0,Main,4.0,3/4,5.0,Main,4.0,3/4,2122.0,Main,40.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process all ingredients in blender with 1 cup crushed ice until
smooth. Pour into champagne flute.",3,,1974
1275,1294.0,1294,Frozen Fuzzy,2012,299.0,Main,4.0,1,21.0,Main,4.0,1/2,24.0,Main,4.0,1/2,54.0,Main,4.0,1/2,384.0,Main,11.0,1,61.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into champagne flute. Garnish with lime.",3,,2000
1276,1295.0,1295,Frozen Margarita,2012,779.0,Main,4.0,1 1/2,21.0,Main,4.0,3/4,24.0,Main,4.0,1,780.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into cocktail glass. Garnish with lemon or lime.",44,"Vary the flavor of your Frozen Margarita by substituting fruit schnapps
for the triple sec and adding 1/2 cup of the desired fruit. Depending on the
fruit's sweetness, you may need to add simple syrup. Try berries in
season, mango, or melon.",1984
1277,1296.0,1296,Frozen Matador,2012,25.0,Main,4.0,1 1/2,118.0,Main,4.0,2,24.0,Main,4.0,1/2,267.0,Garnish,0.0,1,2287.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into old-fashioned glass. Garnish with pineapple.",27,,1974
1278,1297.0,1297,Fruity Smash,2012,91.0,Main,4.0,1/2,703.0,Main,4.0,1,677.0,Main,30.0,1,103.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into cocktail glass. Garnish with cherry.",44,,2000
1279,1298.0,1298,Gaelic Coffee,2012,334.0,Main,4.0,1 1/2,567.0,Main,4.0,3/4,571.0,Main,4.0,3/4,98.0,Main,4.0,2,781.0,Main,31.0,1,782.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into Irish coffee glass. Top with whipped cream and drizzle
with creme de menthe.",31,,2000
1280,1299.0,1299,Georgio,2012,289.0,Main,4.0,1,571.0,Main,4.0,1,571.0,Main,4.0,1,783.0,Main,0.0,1/2,67.0,Main,4.0,2,784.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into hurricane glass. Top with whipped cream, sprinkle with a
dusting of cocoa, and garnish with mint.",23,,2000
1281,1300.0,1300,Golden Cadillac,2012,82.0,Main,4.0,2,311.0,Main,4.0,1,67.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This disco era cocktail is a sweet, and creamy after dinner treat. Mr. Boston's White Cream de Cacao is an excellent choice, with its rich chocolate flavor and notes of vanilla perfectly pairing with the sweet orange Galliano and cream.","Combine with 1/2 cup crushed ice in blender on low speed for 10
seconds. Pour into chilled champagne flute.",3,"Grab your old letterman's jacket and head on down to Poor Red's BBQ in California gold country if you want to sample one of these creamy creations. After allegedly winning his bar in a game of dice, Poor Red started serving up some of the best barbecue El Dorado had ever tasted. Sometime in the early 50s, a couple came in and asked the bartender to mix up a new cocktail to celebrate their recent engagement. The bartender noticed that the couple had arrived in a brand new golden Cadillac and decided to make a drink to match it. This is the recipe he came up with. The Golden Cadillac became so popular that Galliano eventually gifted Poor Red's with their very own Golden Cadillac to display outside the restaurant. Pretty hip, huh?",1974
1282,1301.0,1301,Gulf Stream,2012,197.0,Main,4.0,1,429.0,Main,4.0,1/2,23.0,Main,4.0,1/2,52.0,Main,4.0,1/2,490.0,Main,4.0,4,24.0,Main,4.0,1,404.0,Garnish,0.0,,382.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim hurricane glass with lime and sugar. Process remaining
ingredients in blender with 1 cup crushed ice until mooth. Pour into
glass. Garnish with strawberry.",23,,2000
1283,1302.0,1302,Hummer,2012,289.0,Main,4.0,1,23.0,Main,4.0,1,677.0,Main,30.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process all ingredients in blender until smooth. Serve in highball
glass.",21,,1984
1284,1303.0,1303,Iced Coffee A L'orange,2012,785.0,Main,4.0,2,21.0,Main,4.0,1 1/2,677.0,Main,30.0,2,78.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into hurricane
glass. Garnish with orange wheel.",23,,2000
1285,1304.0,1304,Icy Rummed Cacao,2012,146.0,Main,4.0,1,334.0,Main,4.0,1/2,677.0,Main,30.0,2,693.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into highball
glass. Top with chocolate shavings.",21,,2000
1286,1305.0,1305,Irish Dream,2012,334.0,Main,4.0,3/4,682.0,Main,4.0,1/2,571.0,Main,4.0,1/2,677.0,Main,30.0,2,786.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into pilsner glass. Top with whipped cream and chocolate
sprinkles.",28,,2000
1287,1306.0,1306,Italian Dream,2012,571.0,Main,4.0,1 1/2,281.0,Main,4.0,1/2,67.0,Main,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process all ingredients in blender with 1 cup crushed ice until
smooth. Pour into hurricane glass.",23,,2000
1288,1307.0,1307,Jack's Jam,2012,299.0,Main,4.0,1/2,545.0,Main,4.0,1/2,643.0,Main,4.0,1/2,726.0,Main,4.0,1/4,22.0,Main,4.0,2,131.0,Main,4.0,1,540.0,Main,10.0,1,787.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into hurricane glass. Garnish with mint and cherry.",23,,2000
1289,1308.0,1308,Jamaican Banana,2012,23.0,Main,4.0,1/2,82.0,Main,4.0,1/2,148.0,Main,4.0,1/2,677.0,Main,30.0,2,67.0,Main,4.0,1,783.0,Main,0.0,1,788.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into large snifter.
Top with nutmeg and garnish with banana and strawberry.",25,,2000
1290,1309.0,1309,Kokomo Joe,2012,23.0,Main,4.0,1,726.0,Main,4.0,1,131.0,Main,4.0,5,118.0,Main,4.0,2,308.0,Main,4.0,1,783.0,Main,0.0,1/2,78.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into hurricane glass. Garnish with orange.",23,,2000
1291,1310.0,1310,Licorice Mist,2012,533.0,Main,4.0,1 1/4,288.0,Main,4.0,1/2,67.0,Main,4.0,2,789.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into hurricane glass. Add licorice stick ""straw""",23,,2000
1292,1311.0,1311,Lonely Night,2012,571.0,Main,4.0,1 1/4,682.0,Main,4.0,1 1/4,289.0,Main,4.0,3/4,677.0,Main,30.0,1,790.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into hurricane glass. Top with whipped cream and chocolate.",23,,2012
1293,1312.0,1312,Maui Breeze,2012,281.0,Main,4.0,1/2,21.0,Main,4.0,1/2,52.0,Main,4.0,1/2,5.0,Main,4.0,1/2,22.0,Main,4.0,1/2,131.0,Main,4.0,2,791.0,Main,4.0,2,671.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into hurricane glass. Garnish with pineapple and cherry.",23,,2000
1294,1313.0,1313,Mississippi Mud,2012,355.0,Main,4.0,1 1/2,289.0,Main,4.0,1 1/2,745.0,Main,30.0,2,693.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into cocktail
glass. Top with chocolate.",44,,2000
